ts,lat,lon,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2018-07-15 03:19,1.313,103.85,0.345,0.193,6,-10.236,0,0.0328,0.74,4.2e-06,0.117,0.268,77.547,4
2018-07-15 03:19,1.313,103.85,0.444,0.894,4,-4.946,1,0.0677,0.00581,1.3e-06,0.417,0.207,160.044,4
2018-07-15 03:19,1.313,103.85,0.349,0.402,0,-9.57,1,0.0276,0.786,0.0,0.114,0.201,104.953,3
2018-07-15 03:19,1.313,103.85,0.642,0.284,1,-15.317,1,0.0326,0.845,0.000234,0.113,0.439,147.874,4
2018-07-15 03:19,1.313,103.85,0.487,0.601,0,-5.853,1,0.0347,0.189,0.0,0.0971,0.465,139.922,4
2018-07-15 03:19,1.313,103.85,0.75,0.33,4,-12.513,0,0.0375,0.727,0.0637,0.101,0.109,140.015,4
2018-07-15 03:19,1.313,103.85,0.687,0.429,10,-6.524,1,0.0344,0.298,0.00032,0.193,0.232,121.11,4
2018-07-15 03:19,1.313,103.85,0.648,0.534,1,-7.423,0,0.0293,0.164,2.78e-05,0.115,0.361,89.985,4
2018-07-15 03:19,1.313,103.85,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,3
2018-07-15 11:53,1.317,103.849,0.79,0.494,5,-5.929,0,0.0419,0.196,1.26e-06,0.0598,0.786,133.898,4
2018-07-15 12:11,1.316,103.848,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,4
2018-07-15 12:34,1.315,103.847,0.633,0.478,0,-5.571,1,0.0359,0.0115,0.0,0.103,0.692,159.951,4
2018-07-15 12:48,1.315,103.852,0.776,0.482,1,-11.268,1,0.0356,0.481,0.0457,0.11,0.128,136.015,4
2018-07-15 12:54,1.313,103.849,0.633,0.478,0,-5.571,1,0.0359,0.0115,0.0,0.103,0.692,159.951,4
2018-07-16 12:29,1.313,103.85,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,4
2018-07-17 01:02,1.328,103.89,0.651,0.628,1,-5.811,1,0.0959,0.173,0.0,0.0591,0.513,150.014,4
2018-07-17 08:54,1.329,103.872,0.749,0.398,5,-7.44,0,0.171,0.648,1.26e-06,0.115,0.0859,80.032,4
2018-07-17 09:22,1.312,103.853,0.812,0.79,0,-6.32,1,0.0444,0.0602,0.0777,0.0759,0.801,114.997,4
2018-07-18 00:53,1.312,103.853,0.645,0.546,5,-11.185,0,0.36,0.198,0.0,0.111,0.54,99.994,4
2018-07-18 08:44,1.35,103.874,0.749,0.398,5,-7.44,0,0.171,0.648,1.26e-06,0.115,0.0859,80.032,4
2018-07-18 08:55,1.311,103.854,0.623,0.592,11,-7.068,1,0.0382,0.356,0.0431,0.142,0.276,104.963,4
2018-07-18 09:02,1.313,103.851,0.584,0.705,2,-6.105,1,0.0347,0.00617,0.0,0.305,0.371,116.055,4
2018-07-19 12:15,1.316,103.85,0.534,0.937,8,-2.846,1,0.0702,0.00118,0.0,0.169,0.725,95.794,4
2018-07-19 12:20,1.313,103.847,0.532,0.924,4,-2.446,1,0.0357,0.000215,0.0,0.291,0.695,102.459,4
2018-07-19 12:51,1.315,103.846,0.776,0.482,1,-11.268,1,0.0356,0.481,0.0457,0.11,0.128,136.015,4
2018-07-19 12:57,1.313,103.85,0.581,0.455,2,-6.778,1,0.0348,0.691,3.38e-05,0.128,0.207,113.761,4
2018-07-20 04:10,1.317,103.893,0.497,0.715,3,-5.637,1,0.0304,0.439,0.00158,0.108,0.465,98.081,4
2018-07-21 10:38,1.315,103.846,0.516,0.977,6,-3.451,1,0.0697,0.00109,0.0335,0.0934,0.369,110.035,4
2018-07-21 10:44,1.314,103.851,0.516,0.977,6,-3.451,1,0.0697,0.00109,0.0335,0.0934,0.369,110.035,4
2018-07-21 10:48,1.316,103.851,0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921,4
2018-07-21 11:00,1.315,103.852,0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921,4
2018-07-21 11:03,1.317,103.849,0.513,0.265,1,-9.27,0,0.0369,0.978,1.03e-05,0.103,0.0851,106.243,4
2018-07-21 13:49,1.312,103.847,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76e-06,0.167,0.168,89.968,4
2018-07-21 14:44,1.351,103.848,0.874,0.402,4,-5.786,1,0.0691,0.263,0.00094,0.147,0.764,119.99,4
2018-07-23 08:05,1.3,103.839,0.454,0.483,0,-9.374,1,0.0882,0.0718,0.0,0.112,0.476,210.048,4
2018-07-23 09:45,1.317,103.845,0.669,0.459,10,-8.165,0,0.064,0.767,0.0137,0.175,0.298,79.978,4
2018-07-23 09:48,1.317,103.85,0.393,0.425,9,-8.475,1,0.0445,0.426,1.99e-06,0.238,0.227,95.142,4
2018-07-23 09:55,1.313,103.85,0.545,0.465,2,-10.493,1,0.0303,0.0158,6.67e-06,0.0434,0.329,129.904,4
2018-07-24 01:51,1.316,103.851,0.454,0.483,0,-9.374,1,0.0882,0.0718,0.0,0.112,0.476,210.048,4
2018-07-24 01:58,1.312,103.848,0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921,4
2018-07-24 04:50,1.299,103.845,0.393,0.425,9,-8.475,1,0.0445,0.426,1.99e-06,0.238,0.227,95.142,4
2018-07-24 05:01,1.284,103.851,0.606,0.422,2,-8.725,1,0.0333,0.354,0.0,0.143,0.374,119.911,3
2018-07-24 05:18,1.299,103.845,0.277,0.109,2,-11.544,1,0.0311,0.784,0.0,0.109,0.24,98.42,4
2018-07-24 06:06,1.313,103.851,0.422,0.303,5,-14.457,1,0.0413,0.755,0.385,0.104,0.069,132.038,5
2018-07-24 06:11,1.313,103.849,0.41,0.183,9,-11.377,1,0.0382,0.456,9.68e-06,0.0813,0.0534,120.901,3
2018-07-24 09:31,1.311,103.857,0.487,0.706,11,-8.989,1,0.0465,0.755,0.00355,0.106,0.376,149.871,4
2018-07-29 11:06,1.35,103.634,0.162,0.786,7,-2.353,1,0.038,0.0374,0.0,0.143,0.138,161.192,3
2018-07-29 15:22,1.314,103.851,0.54,0.544,5,-10.071,1,0.0628,0.837,0.000504,0.0981,0.156,141.972,4
2018-07-31 05:53,1.312,103.853,0.765,0.326,11,-11.303,0,0.0359,0.262,0.000162,0.0976,0.47,84.982,4
2018-07-31 06:11,1.279,103.839,0.579,0.266,8,-11.474,1,0.0401,0.841,0.0,0.119,0.208,143.872,4
2018-08-06 07:31,1.316,103.878,0.672,0.549,1,-6.988,1,0.0579,0.127,2.93e-05,0.136,0.231,122.131,4
2018-08-06 07:45,1.277,103.846,0.422,0.303,5,-14.457,1,0.0413,0.755,0.385,0.104,0.069,132.038,5
2018-08-06 07:49,1.286,103.827,0.643,0.822,4,-4.962,1,0.0541,0.319,8.36e-06,0.384,0.18,104.054,4
2018-08-06 07:54,1.289,103.817,0.277,0.109,2,-11.544,1,0.0311,0.784,0.0,0.109,0.24,98.42,4
2018-08-06 12:06,1.313,103.846,0.672,0.549,1,-6.988,1,0.0579,0.127,2.93e-05,0.136,0.231,122.131,4
2018-08-06 12:13,1.316,103.851,0.269,0.586,0,-4.821,1,0.0343,0.212,0.0,0.087,0.394,179.414,4
2018-08-07 02:56,1.304,103.797,0.534,0.937,8,-2.846,1,0.0702,0.00118,0.0,0.169,0.725,95.794,4
2018-08-07 03:13,1.344,103.72,0.581,0.455,2,-6.778,1,0.0348,0.691,3.38e-05,0.128,0.207,113.761,4
2018-08-07 08:05,1.344,103.721,0.303,0.204,7,-14.592,1,0.0336,0.977,0.155,0.344,0.228,103.647,3
2018-08-07 08:30,1.289,103.818,0.494,0.7,4,-8.433,1,0.0359,0.00847,0.00055,0.224,0.088,119.928,4
2018-08-08 00:43,1.312,103.853,0.303,0.204,7,-14.592,1,0.0336,0.977,0.155,0.344,0.228,103.647,3
2018-08-08 00:55,1.35,103.874,0.684,0.653,1,-5.317,1,0.0594,0.0415,0.0,0.323,0.579,114.002,4
2018-08-08 04:58,1.313,103.852,0.485,0.281,0,-8.455,0,0.0377,0.672,0.0,0.247,0.451,169.564,4
2018-08-08 05:09,1.285,103.845,0.663,0.38,10,-7.462,1,0.0473,0.501,0.0,0.169,0.476,80.077,4
2018-08-08 05:46,1.284,103.843,0.303,0.204,7,-14.592,1,0.0336,0.977,0.155,0.344,0.228,103.647,3
2018-08-08 05:54,1.311,103.854,0.427,0.114,0,-12.071,1,0.0339,0.927,0.0,0.0979,0.144,65.93,4
2018-08-10 01:23,1.339,103.872,0.676,0.502,10,-5.836,1,0.0335,0.0753,0.0,0.151,0.564,77.988,4
2018-08-10 07:07,1.35,103.873,0.688,0.348,5,-8.227,1,0.149,0.519,0.0,0.341,0.58,84.909,4
2018-08-10 07:19,1.311,103.854,0.303,0.204,7,-14.592,1,0.0336,0.977,0.155,0.344,0.228,103.647,3
2018-08-10 12:49,1.314,103.846,0.48,0.988,1,-1.969,0,0.0869,0.0103,0.0,0.0837,0.485,99.929,4
2018-08-10 13:00,1.317,103.849,0.507,0.961,0,-2.385,1,0.0578,0.00211,0.0,0.287,0.425,98.992,4
2018-08-10 13:05,1.312,103.848,0.48,0.988,1,-1.969,0,0.0869,0.0103,0.0,0.0837,0.485,99.929,4
2018-08-15 04:32,1.326,103.891,0.672,0.549,1,-6.988,1,0.0579,0.127,2.93e-05,0.136,0.231,122.131,4
2018-08-15 07:43,1.307,103.79,0.571,0.309,1,-16.65,1,0.0282,0.328,0.0,0.112,0.564,109.95,4
2018-08-15 08:18,1.34,103.704,0.634,0.548,9,-6.992,0,0.031,0.0684,0.0,0.107,0.0906,118.781,4
2018-08-17 14:01,1.312,103.853,0.634,0.548,9,-6.992,0,0.031,0.0684,0.0,0.107,0.0906,118.781,4
2018-08-18 12:39,1.315,103.846,0.634,0.548,9,-6.992,0,0.031,0.0684,0.0,0.107,0.0906,118.781,4
2018-08-18 12:50,1.316,103.848,0.671,0.388,8,-8.302,1,0.0632,0.041,0.000302,0.108,0.634,158.686,4
2018-08-18 13:19,1.313,103.85,0.608,0.687,11,-6.09,0,0.0467,0.000556,0.0,0.0996,0.572,121.95,4
2018-08-21 07:51,1.343,103.692,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4
2018-08-21 07:54,1.338,103.699,0.516,0.456,9,-9.242,1,0.0397,0.281,1.27e-05,0.0847,0.238,145.843,4
2018-08-21 08:05,1.339,103.707,0.459,0.903,2,-2.946,1,0.0805,0.0155,0.0,0.386,0.665,175.851,4
2018-08-21 08:09,1.344,103.73,0.457,0.908,4,-3.356,1,0.0435,0.00154,3.93e-05,0.126,0.725,168.967,4
2018-08-21 08:17,1.328,103.754,0.303,0.204,7,-14.592,1,0.0336,0.977,0.155,0.344,0.228,103.647,3
2018-08-21 08:26,1.306,103.794,0.427,0.114,0,-12.071,1,0.0339,0.927,0.0,0.0979,0.144,65.93,4
2018-08-21 08:29,1.295,103.806,0.458,0.33,6,-10.897,0,0.0599,0.18,0.0,0.138,0.268,128.135,4
2018-08-21 09:28,1.312,103.855,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4
2018-08-24 09:33,1.347,103.678,0.634,0.548,9,-6.992,0,0.031,0.0684,0.0,0.107,0.0906,118.781,4
2018-08-24 09:42,1.357,103.695,0.457,0.908,4,-3.356,1,0.0435,0.00154,3.93e-05,0.126,0.725,168.967,4
2018-08-24 09:54,1.34,103.706,0.453,0.582,5,-9.01,1,0.0288,0.67,8.81e-05,0.146,0.221,130.087,4
2018-08-24 10:01,1.341,103.712,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,4
2018-08-24 10:27,1.292,103.812,0.269,0.586,0,-4.821,1,0.0343,0.212,0.0,0.087,0.394,179.414,4
2018-08-24 10:38,1.284,103.845,0.687,0.352,8,-8.229,1,0.0759,0.626,0.000151,0.133,0.155,122.955,4
2018-08-24 11:02,1.312,103.856,0.704,0.622,0,-8.29,1,0.0404,0.338,0.0,0.0915,0.5,104.984,4
2018-08-26 12:53,1.289,103.819,0.627,0.793,11,-6.451,1,0.0338,0.00281,0.0,0.335,0.665,129.974,4
2018-08-26 12:59,1.305,103.795,0.426,0.25,11,-3.647,1,0.0375,0.924,0.0,0.112,0.28,131.687,3
2018-08-26 13:37,1.349,103.704,0.358,0.333,3,-10.802,1,0.0361,0.485,1.89e-06,0.177,0.651,63.318,4
2018-08-26 13:40,1.353,103.7,0.49,0.143,9,-15.204,1,0.0486,0.791,0.0,0.0773,0.195,127.558,3
2018-08-29 13:53,1.348,103.677,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,4
2018-08-29 13:57,1.352,103.68,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,4
2018-08-29 14:00,1.355,103.685,0.736,0.538,7,-5.263,0,0.0477,0.0631,0.0,0.121,0.366,110.043,4
2018-08-29 14:02,1.356,103.688,0.676,0.67,8,-6.584,1,0.0374,0.353,0.0,0.103,0.54,113.01,4
2018-08-29 14:13,1.353,103.682,0.627,0.585,5,-5.76,0,0.0395,0.42,0.0,0.705,0.361,119.9,4
2018-09-02 14:08,1.35,103.677,0.705,0.411,2,-6.379,0,0.0256,0.957,9.12e-05,0.104,0.197,110.015,4
2018-09-02 14:11,1.346,103.678,0.853,0.458,0,-9.746,1,0.086,0.326,0.0,0.112,0.502,120.07,4
2018-09-02 14:16,1.347,103.677,0.348,0.456,9,-8.805,1,0.0521,0.574,1.73e-06,0.111,0.384,181.538,3
2018-09-02 14:22,1.354,103.682,0.326,0.578,2,-6.786,1,0.0455,0.158,0.00479,0.575,0.102,144.731,4
2018-09-04 07:17,1.348,103.681,0.792,0.243,10,-10.16,1,0.0426,0.392,0.0,0.244,0.382,125.772,4
2018-09-04 09:59,1.351,103.681,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,4
2018-09-05 14:19,1.354,103.682,0.345,0.316,1,-11.425,0,0.0348,0.513,0.0,0.108,0.102,125.192,4
2018-09-08 03:00,1.344,103.707,0.269,0.586,0,-4.821,1,0.0343,0.212,0.0,0.087,0.394,179.414,4
2018-09-08 03:09,1.356,103.689,0.391,0.401,4,-9.507,1,0.0919,0.631,0.0,0.134,0.253,73.311,4
2018-09-08 12:39,1.355,103.688,0.563,0.188,6,-13.198,1,0.0583,0.899,0.0,0.15,0.259,140.143,4
2018-09-11 11:44,1.353,103.681,0.54,0.447,6,-5.226,1,0.0278,0.315,0.0,0.12,0.367,85.149,4
2018-09-11 11:57,1.351,103.703,0.733,0.262,0,-13.766,1,0.028,0.224,4.79e-06,0.105,0.444,135.497,3
2018-09-11 13:54,1.339,103.705,0.489,0.357,0,-6.033,1,0.0263,0.738,0.0,0.105,0.236,81.937,4
2018-09-11 14:01,1.339,103.704,0.449,0.577,6,-6.565,1,0.0393,0.906,0.0289,0.126,0.321,145.688,4
2018-09-11 14:11,1.35,103.703,0.589,0.476,2,-7.014,1,0.0488,0.527,0.0001,0.0747,0.512,173.973,3
2018-09-11 14:14,1.356,103.693,0.698,0.875,11,-4.665,1,0.0824,0.00557,1.88e-06,0.0618,0.39,115.012,4
2018-09-11 14:17,1.356,103.686,0.653,0.733,7,-4.662,1,0.0372,0.0232,0.0,0.496,0.347,144.072,4
2018-09-14 10:23,1.35,103.716,0.56,0.945,8,-0.33,1,0.064,0.0965,0.0,0.17,0.833,164.089,4
2018-09-14 10:29,1.35,103.728,0.489,0.357,0,-6.033,1,0.0263,0.738,0.0,0.105,0.236,81.937,4
2018-09-14 10:48,1.35,103.752,0.462,0.321,8,-9.678,1,0.0304,0.823,0.0,0.0868,0.356,151.955,4
2018-09-14 10:57,1.34,103.774,0.392,0.423,7,-7.813,1,0.0348,0.27,0.0,0.117,0.288,113.537,4
2018-09-17 12:55,1.353,103.683,0.277,0.109,2,-11.544,1,0.0311,0.784,0.0,0.109,0.24,98.42,4
2018-09-17 13:30,1.347,103.679,0.611,0.319,5,-10.743,1,0.0357,0.815,0.0151,0.108,0.176,124.92,4
2018-09-17 13:45,1.343,103.705,0.604,0.357,5,-6.185,1,0.0417,0.832,9.64e-05,0.11,0.448,122.715,4
2018-09-17 13:55,1.339,103.705,0.428,0.412,8,-9.269,1,0.0476,0.534,0.000131,0.113,0.227,88.288,4
2018-09-17 14:24,1.29,103.817,0.616,0.663,6,-5.056,0,0.0403,0.0988,0.0,0.161,0.184,94.02,4
2018-09-17 14:43,1.306,103.85,0.517,0.663,6,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,4
2018-09-17 14:56,1.312,103.85,0.517,0.663,6,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,4
2018-09-18 08:40,1.313,103.846,0.742,0.412,7,-12.917,0,0.154,0.591,0.317,0.122,0.213,169.916,4
2018-09-19 13:55,1.348,103.677,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,4
2018-09-19 14:03,1.351,103.678,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4
2018-09-20 11:58,1.351,103.681,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4
2018-09-26 06:07,1.349,103.681,0.575,0.478,8,-5.517,1,0.0314,0.0208,1.11e-05,0.144,0.297,125.968,4
2018-09-27 14:17,1.355,103.684,0.489,0.357,0,-6.033,1,0.0263,0.738,0.0,0.105,0.236,81.937,4
2018-09-28 12:15,1.343,103.732,0.664,0.341,11,-9.512,1,0.0279,0.911,4.44e-05,0.166,0.513,89.995,4
2018-09-28 12:50,1.284,103.843,0.756,0.117,9,-16.93,1,0.0495,0.86,0.0,0.138,0.512,116.145,4
2018-09-28 13:36,1.312,103.853,0.457,0.908,4,-3.356,1,0.0435,0.00154,3.93e-05,0.126,0.725,168.967,4
2018-09-28 13:39,1.313,103.851,0.663,0.38,10,-7.462,1,0.0473,0.501,0.0,0.169,0.476,80.077,4
2018-09-29 13:00,1.314,103.846,0.676,0.502,10,-5.836,1,0.0335,0.0753,0.0,0.151,0.564,77.988,4
2018-09-29 13:22,1.314,103.852,0.369,0.911,9,-2.881,1,0.0373,0.00288,0.0,0.0932,0.386,83.842,4
2018-09-29 13:27,1.317,103.849,0.564,0.896,0,-4.181,1,0.0382,0.144,0.0,0.226,0.557,79.886,4
2018-10-01 04:25,1.32,103.843,0.676,0.502,10,-5.836,1,0.0335,0.0753,0.0,0.151,0.564,77.988,4
2018-10-01 07:05,1.336,103.888,0.645,0.327,0,-8.832,1,0.033,0.135,0.0,0.0852,0.0786,89.917,4
2018-10-01 07:52,1.342,103.733,0.485,0.324,10,-12.131,0,0.0337,0.633,0.406,0.11,0.121,134.082,4
2018-10-01 08:46,1.339,103.705,0.664,0.341,11,-9.512,1,0.0279,0.911,4.44e-05,0.166,0.513,89.995,4
2018-10-02 14:10,1.352,103.68,0.335,0.314,8,-11.155,1,0.0411,0.535,0.00517,0.295,0.0528,122.446,4
2018-10-02 14:13,1.353,103.681,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4
2018-10-03 12:36,1.352,103.682,0.664,0.341,11,-9.512,1,0.0279,0.911,4.44e-05,0.166,0.513,89.995,4
2018-10-05 07:15,1.348,103.68,0.533,0.412,7,-7.917,1,0.029,0.385,1.24e-06,0.136,0.297,120.03,4
2018-10-05 07:20,1.357,103.69,0.519,0.466,2,-5.573,1,0.0296,0.556,1.82e-05,0.307,0.355,123.895,4
2018-10-05 07:30,1.344,103.707,0.39,0.429,6,-7.595,1,0.0313,0.781,0.0,0.114,0.419,80.293,4
2018-10-05 07:42,1.343,103.717,0.519,0.466,2,-5.573,1,0.0296,0.556,1.82e-05,0.307,0.355,123.895,4
2018-10-05 08:09,1.308,103.788,0.624,0.869,0,-5.034,1,0.042,0.0139,0.0,0.0914,0.699,104.017,4
2018-10-05 08:13,1.309,103.795,0.458,0.266,8,-12.235,1,0.0412,0.706,0.0,0.0832,0.588,109.235,4
2018-10-05 12:20,1.314,103.846,0.533,0.412,7,-7.917,1,0.029,0.385,1.24e-06,0.136,0.297,120.03,4
2018-10-05 12:25,1.314,103.851,0.35,0.149,6,-12.196,1,0.0334,0.642,0.0,0.109,0.189,83.862,3
2018-10-05 12:44,1.316,103.851,0.615,0.65,0,-6.167,1,0.133,0.00535,0.0,0.308,0.658,150.126,4
2018-10-07 11:45,1.317,103.85,0.463,0.328,0,-5.329,1,0.0261,0.526,0.0,0.0972,0.219,89.925,4
2018-10-07 11:50,1.313,103.847,0.533,0.412,7,-7.917,1,0.029,0.385,1.24e-06,0.136,0.297,120.03,4
2018-10-07 11:54,1.315,103.851,0.35,0.149,6,-12.196,1,0.0334,0.642,0.0,0.109,0.189,83.862,3
2018-10-08 05:16,1.32,103.843,0.533,0.412,7,-7.917,1,0.029,0.385,1.24e-06,0.136,0.297,120.03,4
2018-10-08 08:18,1.319,103.843,0.434,0.754,6,-5.423,1,0.0339,0.233,7.83e-06,0.284,0.475,160.07,4
2018-10-08 08:21,1.32,103.843,0.552,0.556,8,-6.341,1,0.0278,0.252,0.0,0.115,0.322,119.943,4
2018-10-08 08:28,1.314,103.851,0.564,0.303,2,-7.268,1,0.0304,0.325,3.87e-05,0.11,0.229,90.037,4
2018-10-08 09:42,1.33,103.746,0.463,0.328,0,-5.329,1,0.0261,0.526,0.0,0.0972,0.219,89.925,4
2018-10-10 10:57,1.35,103.681,0.463,0.328,0,-5.329,1,0.0261,0.526,0.0,0.0972,0.219,89.925,4
2018-10-10 11:06,1.347,103.681,0.519,0.466,2,-5.573,1,0.0296,0.556,1.82e-05,0.307,0.355,123.895,4
2018-10-10 12:26,1.35,103.681,0.519,0.466,2,-5.573,1,0.0296,0.556,1.82e-05,0.307,0.355,123.895,4
2018-10-10 12:34,1.353,103.683,0.463,0.328,0,-5.329,1,0.0261,0.526,0.0,0.0972,0.219,89.925,4
2018-10-11 15:14,1.346,103.678,0.533,0.412,7,-7.917,1,0.029,0.385,1.24e-06,0.136,0.297,120.03,4
2018-10-11 15:28,1.356,103.686,0.533,0.412,7,-7.917,1,0.029,0.385,1.24e-06,0.136,0.297,120.03,4
2018-10-11 15:31,1.355,103.687,0.632,0.454,7,-6.996,1,0.0505,0.51,2.68e-06,0.179,0.493,90.024,4
2018-10-12 04:17,1.349,103.681,0.649,0.568,10,-10.051,1,0.0496,0.46,0.0,0.0933,0.325,116.793,4
2018-10-12 10:49,1.339,103.706,0.594,0.364,9,-8.907,1,0.0417,0.283,0.0,0.26,0.233,109.91,4
2018-10-12 11:02,1.33,103.746,0.633,0.532,5,-7.119,1,0.107,0.0284,5.16e-06,0.0975,0.233,93.922,4
2018-10-12 12:27,1.299,103.846,0.649,0.548,1,-5.692,0,0.0318,0.733,0.0,0.136,0.506,150.036,4
2018-10-16 14:48,1.35,103.676,0.571,0.985,2,-4.34,1,0.0622,0.000392,0.0174,0.319,0.613,111.007,4
2018-10-16 15:05,1.356,103.687,0.41,0.214,0,-12.332,1,0.0313,0.979,0.000645,0.338,0.488,102.712,3
2018-10-16 15:09,1.356,103.687,0.668,0.22,2,-12.853,0,0.0521,0.663,0.00127,0.378,0.13,83.034,4
2018-10-16 15:14,1.355,103.684,0.523,0.192,1,-9.298,1,0.0277,0.848,1.42e-06,0.117,0.379,98.473,3
2018-10-23 14:19,1.347,103.677,0.562,0.142,4,-14.252,1,0.141,0.525,0.000123,0.343,0.26,173.598,4
2018-10-23 14:23,1.351,103.68,0.703,0.179,4,-10.906,1,0.0366,0.949,0.0,0.102,0.346,97.427,3
2018-10-23 14:41,1.351,103.68,0.55,0.147,0,-18.675,0,0.0404,0.563,0.00102,0.286,0.0346,81.991,4
2018-10-23 14:46,1.347,103.678,0.75,0.431,5,-10.093,1,0.312,0.778,0.0,0.132,0.554,124.088,4
2018-10-23 14:56,1.35,103.676,0.703,0.179,4,-10.906,1,0.0366,0.949,0.0,0.102,0.346,97.427,3
2018-10-23 14:59,1.351,103.678,0.857,0.22,2,-14.115,1,0.23,0.789,0.0,0.129,0.583,100.976,4
2018-10-23 15:04,1.352,103.68,0.562,0.142,4,-14.252,1,0.141,0.525,0.000123,0.343,0.26,173.598,4
2018-10-27 11:09,1.322,103.761,0.676,0.502,10,-5.836,1,0.0335,0.0753,0.0,0.151,0.564,77.988,4
2018-10-27 11:13,1.336,103.74,0.335,0.314,8,-11.155,1,0.0411,0.535,0.00517,0.295,0.0528,122.446,4
2018-10-27 13:37,1.353,103.682,0.588,0.475,6,-7.885,0,0.0278,0.138,0.386,0.0979,0.225,114.997,4
2018-10-27 15:15,1.354,103.687,0.665,0.423,7,-9.457,0,0.155,0.297,5e-05,0.108,0.531,159.989,4
2018-10-27 15:24,1.355,103.684,0.623,0.26,2,-11.208,1,0.0285,0.732,0.0,0.0829,0.283,80.006,4
2018-10-28 12:47,1.347,103.677,0.702,0.725,9,-5.129,1,0.0677,0.0563,0.0,0.891,0.602,131.923,4
2018-10-30 14:14,1.35,103.676,0.612,0.383,3,-9.548,1,0.0386,0.711,0.025,0.103,0.0796,89.98,4
2018-11-01 18:31,1.351,103.677,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,4
2018-11-01 18:35,1.348,103.676,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,4
2018-11-01 18:59,1.351,103.68,0.74,0.804,3,-2.187,1,0.0546,0.411,0.0,0.0578,0.791,150.013,4
2018-11-01 19:04,1.354,103.682,0.587,0.664,0,-8.63,1,0.0645,0.344,2.47e-05,0.324,0.453,99.8,4
2018-11-01 19:14,1.355,103.688,0.682,0.83,11,-4.234,0,0.254,0.0577,0.0,0.0926,0.784,155.122,4
2018-11-01 19:17,1.353,103.69,0.774,0.792,9,-4.019,0,0.224,0.00427,1.15e-06,0.283,0.505,98.1,4
2018-11-03 13:52,1.339,103.704,0.708,0.322,8,-12.46,0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,4
2018-11-03 15:38,1.353,103.683,0.664,0.373,7,-12.068,1,0.257,0.603,1.5e-06,0.228,0.128,77.992,4
2018-11-04 13:47,1.35,103.677,0.634,0.129,7,-15.798,1,0.0366,0.751,2.76e-06,0.316,0.15,116.774,3
2018-11-04 14:03,1.356,103.688,0.236,0.207,4,-10.829,1,0.0334,0.875,8.15e-06,0.0934,0.0757,147.518,4
2018-11-04 14:08,1.355,103.685,0.381,0.756,2,-4.329,1,0.0397,0.00549,0.0,0.179,0.334,105.946,4
2018-11-04 14:16,1.353,103.683,0.703,0.179,4,-10.906,1,0.0366,0.949,0.0,0.102,0.346,97.427,3
2018-11-06 07:26,1.357,103.696,0.708,0.322,8,-12.46,0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,4
2018-11-06 07:32,1.347,103.705,0.511,0.27,5,-14.479,1,0.0254,0.605,0.0182,0.0687,0.371,96.121,4
2018-11-06 07:36,1.343,103.705,0.55,0.147,0,-18.675,0,0.0404,0.563,0.00102,0.286,0.0346,81.991,4
2018-11-07 14:44,1.347,103.678,0.395,0.376,1,-10.34,0,0.031,0.339,0.0,0.109,0.135,125.01,4
2018-11-07 14:53,1.351,103.678,0.511,0.27,5,-14.479,1,0.0254,0.605,0.0182,0.0687,0.371,96.121,4
2018-11-07 15:04,1.355,103.685,0.236,0.207,4,-10.829,1,0.0334,0.875,8.15e-06,0.0934,0.0757,147.518,4
2018-11-11 16:04,1.351,103.677,0.54,0.439,10,-8.591,1,0.115,0.635,1.93e-05,0.0993,0.371,167.908,4
